created_at,mac,rssi,interface
2022-04-06 12:12:23.097937,D8:01:00:07:6B:5C,-95,ESP32_7
2022-04-06 12:12:23.141922,D8:01:00:07:6B:5C,-82,ESP32_2
2022-04-06 12:12:23.275172,D8:01:00:07:6B:5C,-97,ESP32_1
2022-04-06 12:12:23.922425,DC:2C:6E:18:84:EB,-95,ESP32_8
2022-04-06 12:12:23.938216,DC:2C:6E:18:84:EB,-92,ESP32_2
2022-04-06 12:12:26.960768,DC:2C:6E:18:84:EB,-84,ESP32_1
2022-04-06 12:12:27.169770,D8:01:00:07:6B:5C,-92,ESP32_1
2022-04-06 12:12:29.037841,DC:2C:6E:18:84:EB,-89,ESP32_2
2022-04-06 12:12:29.518630,D8:01:00:07:6B:5C,-94,ESP32_1
2022-04-06 12:12:29.844280,DC:2C:6E:18:84:EB,-97,ESP32_8
2022-04-06 12:12:29.865135,DF:99:1C:50:22:47,-90,ESP32_2
2022-04-06 12:12:29.886461,DC:2C:6E:18:84:EB,-95,ESP32_5
2022-04-06 12:12:32.125769,D8:01:00:07:6B:5C,-88,ESP32_5
2022-04-06 12:12:32.141852,D8:01:00:07:6B:5C,-91,ESP32_8
2022-04-06 12:12:32.936251,DC:2C:6E:18:84:EB,-84,ESP32_8
2022-04-06 12:12:32.953260,DC:2C:6E:18:84:EB,-94,ESP32_2
2022-04-06 12:12:33.939485,DC:2C:6E:18:84:EB,-92,ESP32_2
2022-04-06 12:12:37.945175,DC:2C:6E:18:84:EB,-95,ESP32_8
2022-04-06 12:12:38.682967,D8:01:00:07:6B:5C,-89,ESP32_8
2022-04-06 12:12:38.963887,D8:01:00:07:6B:5C,-93,ESP32_2
2022-04-06 12:12:39.979553,D8:01:00:07:6B:5C,-96,ESP32_1
2022-04-06 12:12:41.241127,D8:01:00:07:6B:5C,-83,ESP32_2
2022-04-06 12:12:41.943308,DC:2C:6E:18:84:EB,-95,ESP32_5
2022-04-06 12:12:41.948865,DC:2C:6E:18:84:EB,-89,ESP32_2
2022-04-06 12:12:42.886885,DC:2C:6E:18:84:EB,-97,ESP32_8
2022-04-06 12:12:42.968931,DC:2C:6E:18:84:EB,-97,ESP32_2
2022-04-06 12:12:43.596910,D8:01:00:07:6B:5C,-91,ESP32_8
2022-04-06 12:12:45.213625,DF:99:1C:50:22:47,-92,ESP32_2
2022-04-06 12:12:46.168982,D8:01:00:07:6B:5C,-82,ESP32_2
2022-04-06 12:12:46.231857,D8:01:00:07:6B:5C,-95,ESP32_5
2022-04-06 12:12:46.978830,DC:2C:6E:18:84:EB,-93,ESP32_5
2022-04-06 12:12:47.151891,DC:2C:6E:18:84:EB,-83,ESP32_2
2022-04-06 12:12:47.269199,D8:01:00:07:6B:5C,-86,ESP32_2
2022-04-06 12:12:47.811955,DF:99:1C:50:22:47,-92,ESP32_2
2022-04-06 12:12:51.267647,D8:01:00:07:6B:5C,-86,ESP32_2
2022-04-06 12:12:51.883621,DC:2C:6E:18:84:EB,-95,ESP32_8
2022-04-06 12:12:52.072146,DC:2C:6E:18:84:EB,-90,ESP32_1
2022-04-06 12:12:53.152443,DC:2C:6E:18:84:EB,-89,ESP32_1
2022-04-06 12:12:54.874212,DC:2C:6E:18:84:EB,-96,ESP32_5
2022-04-06 12:12:55.332457,D8:01:00:07:6B:5C,-96,ESP32_3
2022-04-06 12:12:55.465176,DF:99:1C:50:22:47,-91,ESP32_1
2022-04-06 12:12:55.979512,DC:2C:6E:18:84:EB,-93,ESP32_7
2022-04-06 12:12:56.079231,DC:2C:6E:18:84:EB,-90,ESP32_2
2022-04-06 12:12:57.068431,DC:2C:6E:18:84:EB,-79,ESP32_1
2022-04-06 12:12:57.615134,D8:01:00:07:6B:5C,-95,ESP32_5
2022-04-06 12:12:57.990063,DC:2C:6E:18:84:EB,-85,ESP32_1
2022-04-06 12:12:58.090865,DF:99:1C:50:22:47,-80,ESP32_1
2022-04-06 12:12:59.041282,D8:01:00:07:6B:5C,-74,ESP32_1
2022-04-06 12:13:00.958663,DC:2C:6E:18:84:EB,-96,ESP32_6
2022-04-06 12:13:01.555683,D8:01:00:07:6B:5C,-69,ESP32_1
2022-04-06 12:13:05.462867,D8:01:00:07:6B:5C,-78,ESP32_1
2022-04-06 12:13:05.464892,D8:01:00:07:6B:5C,-79,ESP32_6
2022-04-06 12:13:05.989656,DC:2C:6E:18:84:EB,-87,ESP32_1
2022-04-06 12:13:09.359173,D8:01:00:07:6B:5C,-84,ESP32_6
2022-04-06 12:13:10.526031,D8:01:00:07:6B:5C,-85,ESP32_2
2022-04-06 12:13:10.970668,DC:2C:6E:18:84:EB,-92,ESP32_6
2022-04-06 12:13:11.148788,DC:2C:6E:18:84:EB,-88,ESP32_1
2022-04-06 12:13:11.925667,D8:01:00:07:6B:5C,-71,ESP32_1
2022-04-06 12:13:11.961591,D8:01:00:07:6B:5C,-88,ESP32_3
2022-04-06 12:13:11.975239,D8:01:00:07:6B:5C,-81,ESP32_6
2022-04-06 12:13:13.079673,D8:01:00:07:6B:5C,-90,ESP32_5
2022-04-06 12:13:13.201245,D8:01:00:07:6B:5C,-90,ESP32_2
2022-04-06 12:13:13.444268,DF:99:1C:50:22:47,-89,ESP32_6
2022-04-06 12:13:13.462957,DF:99:1C:50:22:47,-89,ESP32_1
2022-04-06 12:13:14.372092,D8:01:00:07:6B:5C,-88,ESP32_3
2022-04-06 12:13:14.411329,D8:01:00:07:6B:5C,-87,ESP32_1
2022-04-06 12:13:14.417674,D8:01:00:07:6B:5C,-84,ESP32_6
2022-04-06 12:13:15.021586,DC:2C:6E:18:84:EB,-85,ESP32_1
2022-04-06 12:13:16.311223,DF:99:1C:50:22:47,-84,ESP32_1
2022-04-06 12:13:17.969071,DC:2C:6E:18:84:EB,-89,ESP32_1
2022-04-06 12:13:18.402438,D8:01:00:07:6B:5C,-75,ESP32_1
2022-04-06 12:13:19.548898,D8:01:00:07:6B:5C,-97,ESP32_7
2022-04-06 12:13:20.924535,D8:01:00:07:6B:5C,-75,ESP32_6
2022-04-06 12:13:20.944678,D8:01:00:07:6B:5C,-79,ESP32_1
2022-04-06 12:13:23.933498,DC:2C:6E:18:84:EB,-85,ESP32_1
2022-04-06 12:13:25.874587,DC:2C:6E:18:84:EB,-94,ESP32_2
2022-04-06 12:13:27.326744,D8:01:00:07:6B:5C,-90,ESP32_6
2022-04-06 12:13:27.395114,D8:01:00:07:6B:5C,-83,ESP32_1
2022-04-06 12:13:28.944444,DF:99:1C:50:22:47,-85,ESP32_1
2022-04-06 12:13:29.035528,DF:99:1C:50:22:47,-89,ESP32_6
2022-04-06 12:13:31.253975,D8:01:00:07:6B:5C,-93,ESP32_3
2022-04-06 12:13:31.300615,D8:01:00:07:6B:5C,-79,ESP32_1
2022-04-06 12:13:31.586236,DF:99:1C:50:22:47,-76,ESP32_6
2022-04-06 12:13:31.971369,DC:2C:6E:18:84:EB,-92,ESP32_6
2022-04-06 12:13:32.300587,D8:01:00:07:6B:5C,-85,ESP32_6
2022-04-06 12:13:32.407392,D8:01:00:07:6B:5C,-73,ESP32_1
2022-04-06 12:13:32.497624,D8:01:00:07:6B:5C,-84,ESP32_3
2022-04-06 12:13:32.994799,DC:2C:6E:18:84:EB,-90,ESP32_6
2022-04-06 12:13:34.066870,DF:99:1C:50:22:47,-87,ESP32_5
2022-04-06 12:13:35.016018,D8:01:00:07:6B:5C,-73,ESP32_1
2022-04-06 12:13:35.035295,DC:2C:6E:18:84:EB,-97,ESP32_5
2022-04-06 12:13:35.057668,D8:01:00:07:6B:5C,-88,ESP32_3
2022-04-06 12:13:36.730703,DF:99:1C:50:22:47,-85,ESP32_2
2022-04-06 12:13:36.921689,DF:99:1C:50:22:47,-89,ESP32_5
2022-04-06 12:13:36.938015,DC:2C:6E:18:84:EB,-90,ESP32_6
2022-04-06 12:13:37.011870,DC:2C:6E:18:84:EB,-77,ESP32_1
2022-04-06 12:13:37.199518,DC:2C:6E:18:84:EB,-91,ESP32_3
2022-04-06 12:13:38.675263,D8:01:00:07:6B:5C,-92,ESP32_5
2022-04-06 12:13:39.011743,DC:2C:6E:18:84:EB,-88,ESP32_2
2022-04-06 12:13:39.090124,DC:2C:6E:18:84:EB,-97,ESP32_5
2022-04-06 12:13:39.956076,D8:01:00:07:6B:5C,-91,ESP32_6
2022-04-06 12:13:39.983039,D8:01:00:07:6B:5C,-81,ESP32_1
2022-04-06 12:13:40.016967,DC:2C:6E:18:84:EB,-97,ESP32_2
2022-04-06 12:13:40.034288,DC:2C:6E:18:84:EB,-85,ESP32_7
2022-04-06 12:13:41.390802,D8:01:00:07:6B:5C,-95,ESP32_5
2022-04-06 12:13:42.065894,DC:2C:6E:18:84:EB,-80,ESP32_7
2022-04-06 12:13:42.423531,D8:01:00:07:6B:5C,-90,ESP32_6
2022-04-06 12:13:42.544705,D8:01:00:07:6B:5C,-74,ESP32_1
2022-04-06 12:13:43.931721,DC:2C:6E:18:84:EB,-95,ESP32_7
2022-04-06 12:13:44.955563,DC:2C:6E:18:84:EB,-95,ESP32_7
2022-04-06 12:13:44.975433,DC:2C:6E:18:84:EB,-88,ESP32_8
2022-04-06 12:13:44.992931,DC:2C:6E:18:84:EB,-86,ESP32_1
2022-04-06 12:13:46.887268,DC:2C:6E:18:84:EB,-96,ESP32_7
2022-04-06 12:13:47.061668,DF:99:1C:50:22:47,-83,ESP32_6
2022-04-06 12:13:47.138813,DF:99:1C:50:22:47,-84,ESP32_3
2022-04-06 12:13:47.587702,D8:01:00:07:6B:5C,-93,ESP32_5
2022-04-06 12:13:48.011319,DC:2C:6E:18:84:EB,-87,ESP32_8
2022-04-06 12:13:49.014620,D8:01:00:07:6B:5C,-90,ESP32_1
2022-04-06 12:13:49.033786,DC:2C:6E:18:84:EB,-84,ESP32_8
2022-04-06 12:13:49.074185,D8:01:00:07:6B:5C,-92,ESP32_3
2022-04-06 12:13:49.576486,DF:99:1C:50:22:47,-74,ESP32_6
2022-04-06 12:13:50.015211,DF:99:1C:50:22:47,-87,ESP32_1
2022-04-06 12:13:51.512304,D8:01:00:07:6B:5C,-92,ESP32_5
2022-04-06 12:13:52.067433,DF:99:1C:50:22:47,-89,ESP32_2
2022-04-06 12:13:52.119797,DF:99:1C:50:22:47,-93,ESP32_5
2022-04-06 12:13:52.791999,D8:01:00:07:6B:5C,-86,ESP32_6
2022-04-06 12:13:52.887385,D8:01:00:07:6B:5C,-85,ESP32_1
2022-04-06 12:13:52.963307,D8:01:00:07:6B:5C,-85,ESP32_3
2022-04-06 12:13:52.993576,DC:2C:6E:18:84:EB,-89,ESP32_2
2022-04-06 12:13:54.015088,DC:2C:6E:18:84:EB,-90,ESP32_1
2022-04-06 12:13:54.230264,D8:01:00:07:6B:5C,-91,ESP32_5
2022-04-06 12:13:55.368417,D8:01:00:07:6B:5C,-84,ESP32_1
2022-04-06 12:13:56.985223,D8:01:00:07:6B:5C,-74,ESP32_1
2022-04-06 12:13:57.231508,DF:99:1C:50:22:47,-83,ESP32_5
2022-04-06 12:13:57.348764,DF:99:1C:50:22:47,-88,ESP32_2
2022-04-06 12:13:58.036446,DC:2C:6E:18:84:EB,-89,ESP32_2
2022-04-06 12:13:59.973794,DC:2C:6E:18:84:EB,-96,ESP32_7
2022-04-06 12:14:00.502809,D8:01:00:07:6B:5C,-92,ESP32_5
2022-04-06 12:14:01.908744,D8:01:00:07:6B:5C,-88,ESP32_1
2022-04-06 12:14:01.920672,DC:2C:6E:18:84:EB,-96,ESP32_8
2022-04-06 12:14:03.097255,DC:2C:6E:18:84:EB,-91,ESP32_1
2022-04-06 12:14:04.269582,DC:2C:6E:18:84:EB,-88,ESP32_1
2022-04-06 12:14:04.448605,D8:01:00:07:6B:5C,-74,ESP32_1
2022-04-06 12:14:04.457571,D8:01:00:07:6B:5C,-93,ESP32_6
2022-04-06 12:14:04.966175,DF:99:1C:50:22:47,-86,ESP32_6
2022-04-06 12:14:05.186872,DF:99:1C:50:22:47,-74,ESP32_3
2022-04-06 12:14:05.965429,D8:01:00:07:6B:5C,-72,ESP32_1
2022-04-06 12:14:06.962895,DC:2C:6E:18:84:EB,-95,ESP32_8
2022-04-06 12:14:07.279602,DC:2C:6E:18:84:EB,-87,ESP32_2
2022-04-06 12:14:07.518972,DF:99:1C:50:22:47,-80,ESP32_6
2022-04-06 12:14:07.532256,DF:99:1C:50:22:47,-78,ESP32_1
2022-04-06 12:14:07.749968,DF:99:1C:50:22:47,-83,ESP32_3
2022-04-06 12:14:08.268294,D8:01:00:07:6B:5C,-88,ESP32_6
2022-04-06 12:14:08.376121,D8:01:00:07:6B:5C,-84,ESP32_1
2022-04-06 12:14:09.601099,D8:01:00:07:6B:5C,-95,ESP32_5
2022-04-06 12:14:10.092887,DF:99:1C:50:22:47,-83,ESP32_2
2022-04-06 12:14:10.096301,DC:2C:6E:18:84:EB,-93,ESP32_5
2022-04-06 12:14:10.238209,DF:99:1C:50:22:47,-89,ESP32_5
2022-04-06 12:14:10.290608,DF:99:1C:50:22:47,-79,ESP32_6
2022-04-06 12:14:10.322850,DF:99:1C:50:22:47,-95,ESP32_3
2022-04-06 12:14:10.893926,D8:01:00:07:6B:5C,-83,ESP32_6
2022-04-06 12:14:10.924414,D8:01:00:07:6B:5C,-95,ESP32_3
2022-04-06 12:14:10.940890,DC:2C:6E:18:84:EB,-74,ESP32_7
2022-04-06 12:14:11.027469,DC:2C:6E:18:84:EB,-92,ESP32_5
2022-04-06 12:14:11.214002,D8:01:00:07:6B:5C,-72,ESP32_1
2022-04-06 12:14:12.317861,D8:01:00:07:6B:5C,-84,ESP32_6
2022-04-06 12:14:12.774603,DF:99:1C:50:22:47,-88,ESP32_2
2022-04-06 12:14:13.418945,D8:01:00:07:6B:5C,-92,ESP32_5
2022-04-06 12:14:16.026210,DC:2C:6E:18:84:EB,-97,ESP32_3
2022-04-06 12:14:16.152860,DC:2C:6E:18:84:EB,-88,ESP32_1
2022-04-06 12:14:17.083682,DC:2C:6E:18:84:EB,-99,ESP32_3
2022-04-06 12:14:17.476836,D8:01:00:07:6B:5C,-96,ESP32_6
2022-04-06 12:14:17.664741,D8:01:00:07:6B:5C,-82,ESP32_1
2022-04-06 12:14:18.578001,D8:01:00:07:6B:5C,-90,ESP32_1
2022-04-06 12:14:18.937027,DC:2C:6E:18:84:EB,-97,ESP32_5
2022-04-06 12:14:19.031483,DC:2C:6E:18:84:EB,-76,ESP32_7
2022-04-06 12:14:19.046281,DC:2C:6E:18:84:EB,-89,ESP32_2
2022-04-06 12:14:19.955553,D8:01:00:07:6B:5C,-94,ESP32_5
2022-04-06 12:14:19.961503,D8:01:00:07:6B:5C,-97,ESP32_2
2022-04-06 12:14:19.965509,DC:2C:6E:18:84:EB,-84,ESP32_7
2022-04-06 12:14:20.039548,DC:2C:6E:18:84:EB,-86,ESP32_2
2022-04-06 12:14:21.116938,DC:2C:6E:18:84:EB,-85,ESP32_1
2022-04-06 12:14:22.689013,D8:01:00:07:6B:5C,-89,ESP32_1
2022-04-06 12:14:23.010110,DF:99:1C:50:22:47,-78,ESP32_6
2022-04-06 12:14:23.069890,DF:99:1C:50:22:47,-74,ESP32_1
2022-04-06 12:14:23.962383,DC:2C:6E:18:84:EB,-89,ESP32_7
2022-04-06 12:14:24.039762,DC:2C:6E:18:84:EB,-86,ESP32_2
2022-04-06 12:14:24.963645,D8:01:00:07:6B:5C,-91,ESP32_5
2022-04-06 12:14:24.967451,D8:01:00:07:6B:5C,-99,ESP32_2
2022-04-06 12:14:25.019037,DC:2C:6E:18:84:EB,-83,ESP32_1
2022-04-06 12:14:25.635999,DF:99:1C:50:22:47,-79,ESP32_6
2022-04-06 12:14:25.636912,DF:99:1C:50:22:47,-85,ESP32_3
2022-04-06 12:14:25.737268,DF:99:1C:50:22:47,-79,ESP32_1
2022-04-06 12:14:26.068396,DC:2C:6E:18:84:EB,-89,ESP32_2
2022-04-06 12:14:26.248822,D8:01:00:07:6B:5C,-74,ESP32_1
2022-04-06 12:14:27.409363,D8:01:00:07:6B:5C,-79,ESP32_6
2022-04-06 12:14:27.469747,D8:01:00:07:6B:5C,-84,ESP32_3
2022-04-06 12:14:29.058831,DC:2C:6E:18:84:EB,-83,ESP32_2
2022-04-06 12:14:29.957637,D8:01:00:07:6B:5C,-79,ESP32_6
2022-04-06 12:14:29.984153,DC:2C:6E:18:84:EB,-86,ESP32_1
2022-04-06 12:14:30.096323,DC:2C:6E:18:84:EB,-97,ESP32_8
2022-04-06 12:14:30.718758,DF:99:1C:50:22:47,-97,ESP32_5
2022-04-06 12:14:31.943289,DC:2C:6E:18:84:EB,-93,ESP32_5
2022-04-06 12:14:31.948613,DC:2C:6E:18:84:EB,-90,ESP32_7
2022-04-06 12:14:33.053673,DC:2C:6E:18:84:EB,-91,ESP32_5
2022-04-06 12:14:33.098822,DC:2C:6E:18:84:EB,-98,ESP32_2
2022-04-06 12:14:33.367478,DF:99:1C:50:22:47,-84,ESP32_2
2022-04-06 12:14:35.153811,DC:2C:6E:18:84:EB,-94,ESP32_3
2022-04-06 12:14:36.419082,D8:01:00:07:6B:5C,-94,ESP32_3
2022-04-06 12:14:36.502659,D8:01:00:07:6B:5C,-74,ESP32_1
2022-04-06 12:14:38.543263,DF:99:1C:50:22:47,-94,ESP32_6
2022-04-06 12:14:39.084212,DC:2C:6E:18:84:EB,-76,ESP32_1
2022-04-06 12:14:41.123583,DC:2C:6E:18:84:EB,-90,ESP32_2
2022-04-06 12:14:41.943083,DC:2C:6E:18:84:EB,-93,ESP32_5
2022-04-06 12:14:42.069198,DC:2C:6E:18:84:EB,-92,ESP32_2
2022-04-06 12:14:42.856965,D8:01:00:07:6B:5C,-78,ESP32_6
2022-04-06 12:14:42.861555,D8:01:00:07:6B:5C,-94,ESP32_3
2022-04-06 12:14:43.238885,DC:2C:6E:18:84:EB,-77,ESP32_1
2022-04-06 12:14:43.670748,DF:99:1C:50:22:47,-93,ESP32_6
2022-04-06 12:14:43.682981,DF:99:1C:50:22:47,-87,ESP32_1
2022-04-06 12:14:44.115243,DC:2C:6E:18:84:EB,-94,ESP32_5
2022-04-06 12:14:45.431404,D8:01:00:07:6B:5C,-92,ESP32_5
2022-04-06 12:14:46.724206,D8:01:00:07:6B:5C,-87,ESP32_1
2022-04-06 12:14:48.005366,D8:01:00:07:6B:5C,-93,ESP32_5
2022-04-06 12:14:48.007116,DC:2C:6E:18:84:EB,-79,ESP32_1
2022-04-06 12:14:48.267465,DC:2C:6E:18:84:EB,-91,ESP32_3
2022-04-06 12:14:49.083172,DC:2C:6E:18:84:EB,-98,ESP32_2
2022-04-06 12:14:49.302889,D8:01:00:07:6B:5C,-85,ESP32_3
2022-04-06 12:14:49.355990,D8:01:00:07:6B:5C,-97,ESP32_2
2022-04-06 12:14:51.549890,DF:99:1C:50:22:47,-82,ESP32_1
2022-04-06 12:14:51.945319,DC:2C:6E:18:84:EB,-92,ESP32_6
2022-04-06 12:14:52.093909,DC:2C:6E:18:84:EB,-90,ESP32_3
2022-04-06 12:14:54.976093,DC:2C:6E:18:84:EB,-90,ESP32_5
2022-04-06 12:14:55.653905,D8:01:00:07:6B:5C,-93,ESP32_6
2022-04-06 12:14:56.039213,DC:2C:6E:18:84:EB,-93,ESP32_3
2022-04-06 12:14:56.596436,DF:99:1C:50:22:47,-93,ESP32_6
2022-04-06 12:14:56.641602,DF:99:1C:50:22:47,-96,ESP32_1
2022-04-06 12:14:59.046805,DF:99:1C:50:22:47,-91,ESP32_6
2022-04-06 12:14:59.877526,D8:01:00:07:6B:5C,-86,ESP32_3
2022-04-06 12:14:59.983330,DC:2C:6E:18:84:EB,-92,ESP32_5
2022-04-06 12:15:00.036187,DC:2C:6E:18:84:EB,-95,ESP32_6
2022-04-06 12:15:00.991293,DC:2C:6E:18:84:EB,-83,ESP32_1
2022-04-06 12:15:02.186832,D8:01:00:07:6B:5C,-91,ESP32_6
2022-04-06 12:15:03.753954,D8:01:00:07:6B:5C,-85,ESP32_1
2022-04-06 12:15:03.980064,DC:2C:6E:18:84:EB,-96,ESP32_2
2022-04-06 12:15:04.060569,DC:2C:6E:18:84:EB,-93,ESP32_5
2022-04-06 12:15:04.839268,D8:01:00:07:6B:5C,-93,ESP32_5
2022-04-06 12:15:06.123172,D8:01:00:07:6B:5C,-79,ESP32_6
2022-04-06 12:15:07.034862,DF:99:1C:50:22:47,-91,ESP32_6
2022-04-06 12:15:08.568066,D8:01:00:07:6B:5C,-79,ESP32_6
2022-04-06 12:15:08.735649,D8:01:00:07:6B:5C,-89,ESP32_1
2022-04-06 12:15:08.963751,D8:01:00:07:6B:5C,-86,ESP32_3
2022-04-06 12:15:09.055851,DC:2C:6E:18:84:EB,-70,ESP32_1
2022-04-06 12:15:10.226635,DC:2C:6E:18:84:EB,-70,ESP32_1
2022-04-06 12:15:11.973758,DF:99:1C:50:22:47,-86,ESP32_7
2022-04-06 12:15:14.058763,DC:2C:6E:18:84:EB,-73,ESP32_1
2022-04-06 12:15:14.485496,DF:99:1C:50:22:47,-86,ESP32_1
2022-04-06 12:15:14.498281,DF:99:1C:50:22:47,-94,ESP32_6
2022-04-06 12:15:15.233220,DC:2C:6E:18:84:EB,-83,ESP32_6
2022-04-06 12:15:17.382154,D8:01:00:07:6B:5C,-89,ESP32_5
2022-04-06 12:15:18.078222,DC:2C:6E:18:84:EB,-86,ESP32_6
2022-04-06 12:15:18.106405,DC:2C:6E:18:84:EB,-64,ESP32_1
2022-04-06 12:15:19.081267,DC:2C:6E:18:84:EB,-87,ESP32_6
2022-04-06 12:15:19.222281,DC:2C:6E:18:84:EB,-98,ESP32_3
2022-04-06 12:15:19.913447,D8:01:00:07:6B:5C,-93,ESP32_6
2022-04-06 12:15:21.057253,DC:2C:6E:18:84:EB,-95,ESP32_6
2022-04-06 12:15:21.080458,DC:2C:6E:18:84:EB,-93,ESP32_2
2022-04-06 12:15:21.177548,D8:01:00:07:6B:5C,-91,ESP32_1
2022-04-06 12:15:21.272946,D8:01:00:07:6B:5C,-90,ESP32_3
2022-04-06 12:15:22.090397,DC:2C:6E:18:84:EB,-97,ESP32_2
2022-04-06 12:15:22.314726,DF:99:1C:50:22:47,-79,ESP32_7
