created_at,mac,rssi,interface
2022-04-06 12:18:01.146943,DC:2C:6E:18:84:EB,-97,ESP32_3
2022-04-06 12:18:01.154472,DC:2C:6E:18:84:EB,-89,ESP32_7
2022-04-06 12:18:02.211605,DC:2C:6E:18:84:EB,-88,ESP32_3
2022-04-06 12:18:02.355869,DC:2C:6E:18:84:EB,-83,ESP32_1
2022-04-06 12:18:04.119601,DC:2C:6E:18:84:EB,-92,ESP32_5
2022-04-06 12:18:06.322567,DC:2C:6E:18:84:EB,-91,ESP32_3
2022-04-06 12:18:06.324685,DC:2C:6E:18:84:EB,-83,ESP32_1
2022-04-06 12:18:06.627637,D8:01:00:07:6B:5C,-93,ESP32_3
2022-04-06 12:18:08.086215,D8:01:00:07:6B:5C,-90,ESP32_5
2022-04-06 12:18:09.325235,D8:01:00:07:6B:5C,-84,ESP32_1
2022-04-06 12:18:11.218787,DC:2C:6E:18:84:EB,-85,ESP32_3
2022-04-06 12:18:13.122063,DC:2C:6E:18:84:EB,-90,ESP32_5
2022-04-06 12:18:13.210387,D8:01:00:07:6B:5C,-86,ESP32_1
2022-04-06 12:18:14.248731,DC:2C:6E:18:84:EB,-90,ESP32_5
2022-04-06 12:18:15.109926,DC:2C:6E:18:84:EB,-96,ESP32_6
2022-04-06 12:18:15.216449,DC:2C:6E:18:84:EB,-77,ESP32_1
2022-04-06 12:18:15.673183,D8:01:00:07:6B:5C,-74,ESP32_1
2022-04-06 12:18:15.957638,D8:01:00:07:6B:5C,-91,ESP32_3
2022-04-06 12:18:17.063100,D8:01:00:07:6B:5C,-74,ESP32_1
2022-04-06 12:18:17.474117,DF:99:1C:50:22:47,-85,ESP32_1
2022-04-06 12:18:18.259758,D8:01:00:07:6B:5C,-90,ESP32_5
2022-04-06 12:18:19.948149,DF:99:1C:50:22:47,-77,ESP32_1
2022-04-06 12:18:22.079723,D8:01:00:07:6B:5C,-78,ESP32_6
2022-04-06 12:18:22.279756,D8:01:00:07:6B:5C,-85,ESP32_1
2022-04-06 12:18:22.370195,DC:2C:6E:18:84:EB,-93,ESP32_5
2022-04-06 12:18:23.407800,DC:2C:6E:18:84:EB,-68,ESP32_1
2022-04-06 12:18:24.323845,DC:2C:6E:18:84:EB,-72,ESP32_1
2022-04-06 12:18:24.436740,DC:2C:6E:18:84:EB,-87,ESP32_3
2022-04-06 12:18:24.701651,D8:01:00:07:6B:5C,-91,ESP32_5
2022-04-06 12:18:26.201435,DC:2C:6E:18:84:EB,-92,ESP32_7
2022-04-06 12:18:26.515869,DC:2C:6E:18:84:EB,-93,ESP32_5
2022-04-06 12:18:27.455922,D8:01:00:07:6B:5C,-92,ESP32_5
2022-04-06 12:18:27.468138,DC:2C:6E:18:84:EB,-96,ESP32_2
2022-04-06 12:18:27.658240,DF:99:1C:50:22:47,-96,ESP32_5
2022-04-06 12:18:28.253581,DC:2C:6E:18:84:EB,-95,ESP32_3
2022-04-06 12:18:28.327393,DC:2C:6E:18:84:EB,-69,ESP32_1
2022-04-06 12:18:28.852403,D8:01:00:07:6B:5C,-85,ESP32_1
2022-04-06 12:18:33.251010,DC:2C:6E:18:84:EB,-89,ESP32_3
2022-04-06 12:18:33.758307,D8:01:00:07:6B:5C,-78,ESP32_6
2022-04-06 12:18:35.404660,DF:99:1C:50:22:47,-84,ESP32_1
2022-04-06 12:18:36.241048,DC:2C:6E:18:84:EB,-83,ESP32_6
2022-04-06 12:18:36.269304,D8:01:00:07:6B:5C,-94,ESP32_5
2022-04-06 12:18:36.269888,DC:2C:6E:18:84:EB,-80,ESP32_1
2022-04-06 12:18:36.304935,DC:2C:6E:18:84:EB,-93,ESP32_3
2022-04-06 12:18:36.319458,D8:01:00:07:6B:5C,-89,ESP32_1
2022-04-06 12:18:36.380365,D8:01:00:07:6B:5C,-97,ESP32_2
2022-04-06 12:18:37.178453,DC:2C:6E:18:84:EB,-75,ESP32_1
2022-04-06 12:18:37.340940,DC:2C:6E:18:84:EB,-94,ESP32_3
2022-04-06 12:18:37.408394,D8:01:00:07:6B:5C,-91,ESP32_5
2022-04-06 12:18:37.888705,DF:99:1C:50:22:47,-81,ESP32_1
2022-04-06 12:18:38.871007,D8:01:00:07:6B:5C,-88,ESP32_1
2022-04-06 12:18:41.329575,D8:01:00:07:6B:5C,-83,ESP32_3
2022-04-06 12:18:42.165215,DC:2C:6E:18:84:EB,-86,ESP32_6
2022-04-06 12:18:42.185439,DC:2C:6E:18:84:EB,-72,ESP32_1
2022-04-06 12:18:43.024283,DF:99:1C:50:22:47,-94,ESP32_5
2022-04-06 12:18:43.724264,D8:01:00:07:6B:5C,-92,ESP32_5
2022-04-06 12:18:45.035612,D8:01:00:07:6B:5C,-78,ESP32_6
2022-04-06 12:18:45.129361,D8:01:00:07:6B:5C,-84,ESP32_3
2022-04-06 12:18:45.137107,D8:01:00:07:6B:5C,-86,ESP32_1
2022-04-06 12:18:45.194957,DC:2C:6E:18:84:EB,-90,ESP32_2
2022-04-06 12:18:47.816878,D8:01:00:07:6B:5C,-84,ESP32_1
2022-04-06 12:18:48.168145,DC:2C:6E:18:84:EB,-95,ESP32_7
2022-04-06 12:18:49.171590,DC:2C:6E:18:84:EB,-92,ESP32_5
2022-04-06 12:18:50.272963,D8:01:00:07:6B:5C,-78,ESP32_6
2022-04-06 12:18:50.289936,D8:01:00:07:6B:5C,-91,ESP32_3
2022-04-06 12:18:50.367339,DC:2C:6E:18:84:EB,-71,ESP32_1
2022-04-06 12:18:51.464972,D8:01:00:07:6B:5C,-87,ESP32_1
2022-04-06 12:18:53.155058,DC:2C:6E:18:84:EB,-98,ESP32_7
2022-04-06 12:18:53.334316,DF:99:1C:50:22:47,-87,ESP32_1
2022-04-06 12:18:54.357312,D8:01:00:07:6B:5C,-87,ESP32_3
2022-04-06 12:18:54.373877,D8:01:00:07:6B:5C,-74,ESP32_1
2022-04-06 12:18:54.454187,DC:2C:6E:18:84:EB,-70,ESP32_1
2022-04-06 12:18:55.482182,DC:2C:6E:18:84:EB,-93,ESP32_3
2022-04-06 12:18:55.559966,DC:2C:6E:18:84:EB,-72,ESP32_1
2022-04-06 12:18:56.726792,D8:01:00:07:6B:5C,-74,ESP32_1
2022-04-06 12:18:57.165823,DC:2C:6E:18:84:EB,-92,ESP32_5
2022-04-06 12:18:58.440957,DC:2C:6E:18:84:EB,-84,ESP32_6
2022-04-06 12:18:58.474449,DF:99:1C:50:22:47,-88,ESP32_2
2022-04-06 12:18:58.488358,DF:99:1C:50:22:47,-97,ESP32_5
2022-04-06 12:18:59.249415,DC:2C:6E:18:84:EB,-87,ESP32_6
2022-04-06 12:19:00.501747,D8:01:00:07:6B:5C,-90,ESP32_3
2022-04-06 12:19:00.674826,D8:01:00:07:6B:5C,-87,ESP32_1
2022-04-06 12:19:01.130785,DF:99:1C:50:22:47,-89,ESP32_2
2022-04-06 12:19:01.140450,DC:2C:6E:18:84:EB,-87,ESP32_5
2022-04-06 12:19:01.163027,DC:2C:6E:18:84:EB,-93,ESP32_2
2022-04-06 12:19:02.171393,DC:2C:6E:18:84:EB,-86,ESP32_5
2022-04-06 12:19:02.187421,DC:2C:6E:18:84:EB,-92,ESP32_2
2022-04-06 12:19:03.087544,D8:01:00:07:6B:5C,-94,ESP32_5
2022-04-06 12:19:03.197396,DC:2C:6E:18:84:EB,-71,ESP32_1
2022-04-06 12:19:04.194660,DC:2C:6E:18:84:EB,-92,ESP32_6
2022-04-06 12:19:04.200496,DC:2C:6E:18:84:EB,-81,ESP32_1
2022-04-06 12:19:04.518857,D8:01:00:07:6B:5C,-86,ESP32_1
2022-04-06 12:19:04.564996,DC:2C:6E:18:84:EB,-86,ESP32_3
2022-04-06 12:19:05.744088,D8:01:00:07:6B:5C,-91,ESP32_5
2022-04-06 12:19:07.043009,D8:01:00:07:6B:5C,-85,ESP32_1
2022-04-06 12:19:08.285291,DC:2C:6E:18:84:EB,-84,ESP32_6
2022-04-06 12:19:10.816627,D8:01:00:07:6B:5C,-75,ESP32_1
2022-04-06 12:19:10.816930,D8:01:00:07:6B:5C,-92,ESP32_3
2022-04-06 12:19:11.529129,DF:99:1C:50:22:47,-94,ESP32_1
2022-04-06 12:19:11.533267,DF:99:1C:50:22:47,-96,ESP32_3
2022-04-06 12:19:12.219529,D8:01:00:07:6B:5C,-95,ESP32_5
2022-04-06 12:19:12.275740,DC:2C:6E:18:84:EB,-84,ESP32_6
2022-04-06 12:19:12.446769,DC:2C:6E:18:84:EB,-85,ESP32_3
2022-04-06 12:19:13.434672,D8:01:00:07:6B:5C,-79,ESP32_6
2022-04-06 12:19:13.498130,D8:01:00:07:6B:5C,-84,ESP32_1
2022-04-06 12:19:15.987708,D8:01:00:07:6B:5C,-94,ESP32_5
2022-04-06 12:19:16.158171,DC:2C:6E:18:84:EB,-58,ESP32_1
2022-04-06 12:19:16.234000,DC:2C:6E:18:84:EB,-83,ESP32_6
2022-04-06 12:19:16.564129,DF:99:1C:50:22:47,-92,ESP32_1
2022-04-06 12:19:17.257523,DC:2C:6E:18:84:EB,-56,ESP32_1
2022-04-06 12:19:17.373752,D8:01:00:07:6B:5C,-99,ESP32_6
2022-04-06 12:19:20.052100,D8:01:00:07:6B:5C,-91,ESP32_3
2022-04-06 12:19:20.066860,D8:01:00:07:6B:5C,-85,ESP32_1
2022-04-06 12:19:20.201976,DC:2C:6E:18:84:EB,-94,ESP32_5
2022-04-06 12:19:21.251212,DC:2C:6E:18:84:EB,-85,ESP32_3
2022-04-06 12:19:21.722196,DF:99:1C:50:22:47,-94,ESP32_5
2022-04-06 12:19:21.742983,DF:99:1C:50:22:47,-83,ESP32_7
2022-04-06 12:19:21.745290,DF:99:1C:50:22:47,-97,ESP32_2
2022-04-06 12:19:23.280764,DC:2C:6E:18:84:EB,-90,ESP32_7
2022-04-06 12:19:23.282939,DC:2C:6E:18:84:EB,-84,ESP32_5
2022-04-06 12:19:23.485584,DC:2C:6E:18:84:EB,-87,ESP32_2
2022-04-06 12:19:24.171228,DC:2C:6E:18:84:EB,-92,ESP32_5
2022-04-06 12:19:24.954077,D8:01:00:07:6B:5C,-95,ESP32_3
2022-04-06 12:19:24.975080,D8:01:00:07:6B:5C,-86,ESP32_1
2022-04-06 12:19:25.282817,DC:2C:6E:18:84:EB,-78,ESP32_1
2022-04-06 12:19:25.397792,DC:2C:6E:18:84:EB,-83,ESP32_3
2022-04-06 12:19:27.207119,DC:2C:6E:18:84:EB,-77,ESP32_6
2022-04-06 12:19:28.182857,DC:2C:6E:18:84:EB,-87,ESP32_7
2022-04-06 12:19:29.369162,DC:2C:6E:18:84:EB,-80,ESP32_1
2022-04-06 12:19:29.383457,DC:2C:6E:18:84:EB,-88,ESP32_3
2022-04-06 12:19:30.188391,DC:2C:6E:18:84:EB,-90,ESP32_6
2022-04-06 12:19:30.420036,DC:2C:6E:18:84:EB,-81,ESP32_3
2022-04-06 12:19:31.145732,D8:01:00:07:6B:5C,-95,ESP32_5
2022-04-06 12:19:31.938135,DF:99:1C:50:22:47,-85,ESP32_7
2022-04-06 12:19:32.524057,D8:01:00:07:6B:5C,-92,ESP32_6
2022-04-06 12:19:32.562995,D8:01:00:07:6B:5C,-84,ESP32_1
2022-04-06 12:19:33.856619,D8:01:00:07:6B:5C,-85,ESP32_1
2022-04-06 12:19:34.550844,DF:99:1C:50:22:47,-84,ESP32_7
2022-04-06 12:19:34.565453,DC:2C:6E:18:84:EB,-72,ESP32_1
2022-04-06 12:19:35.204845,D8:01:00:07:6B:5C,-84,ESP32_1
2022-04-06 12:19:36.309359,DC:2C:6E:18:84:EB,-93,ESP32_6
2022-04-06 12:19:37.103922,DF:99:1C:50:22:47,-86,ESP32_7
2022-04-06 12:19:38.194444,DC:2C:6E:18:84:EB,-97,ESP32_6
2022-04-06 12:19:38.534261,DC:2C:6E:18:84:EB,-84,ESP32_1
2022-04-06 12:19:38.898416,D8:01:00:07:6B:5C,-83,ESP32_1
2022-04-06 12:19:38.994765,D8:01:00:07:6B:5C,-80,ESP32_6
2022-04-06 12:19:39.022696,D8:01:00:07:6B:5C,-91,ESP32_3
2022-04-06 12:19:39.204005,DC:2C:6E:18:84:EB,-94,ESP32_6
2022-04-06 12:19:39.289911,DC:2C:6E:18:84:EB,-75,ESP32_1
2022-04-06 12:19:39.383115,DC:2C:6E:18:84:EB,-87,ESP32_3
2022-04-06 12:19:41.579046,D8:01:00:07:6B:5C,-82,ESP32_1
2022-04-06 12:19:41.731680,D8:01:00:07:6B:5C,-93,ESP32_2
2022-04-06 12:19:42.553068,DC:2C:6E:18:84:EB,-93,ESP32_3
2022-04-06 12:19:43.438403,DC:2C:6E:18:84:EB,-81,ESP32_1
2022-04-06 12:19:43.445402,DC:2C:6E:18:84:EB,-83,ESP32_6
2022-04-06 12:19:43.509962,DC:2C:6E:18:84:EB,-93,ESP32_3
2022-04-06 12:19:45.451740,D8:01:00:07:6B:5C,-85,ESP32_1
2022-04-06 12:19:46.293175,DC:2C:6E:18:84:EB,-95,ESP32_5
2022-04-06 12:19:47.393410,DC:2C:6E:18:84:EB,-74,ESP32_1
2022-04-06 12:19:47.908426,D8:01:00:07:6B:5C,-86,ESP32_3
2022-04-06 12:19:48.020431,D8:01:00:07:6B:5C,-95,ESP32_5
2022-04-06 12:19:48.186764,DC:2C:6E:18:84:EB,-88,ESP32_3
2022-04-06 12:19:48.204831,DC:2C:6E:18:84:EB,-79,ESP32_6
2022-04-06 12:19:48.390596,DC:2C:6E:18:84:EB,-73,ESP32_1
2022-04-06 12:19:49.270833,D8:01:00:07:6B:5C,-98,ESP32_3
2022-04-06 12:19:50.046452,DF:99:1C:50:22:47,-81,ESP32_1
2022-04-06 12:19:50.275174,DC:2C:6E:18:84:EB,-96,ESP32_5
2022-04-06 12:19:50.497834,D8:01:00:07:6B:5C,-95,ESP32_5
2022-04-06 12:19:51.200979,DC:2C:6E:18:84:EB,-95,ESP32_5
2022-04-06 12:19:51.376410,DC:2C:6E:18:84:EB,-79,ESP32_1
2022-04-06 12:19:51.376633,DC:2C:6E:18:84:EB,-92,ESP32_3
2022-04-06 12:19:51.896148,D8:01:00:07:6B:5C,-85,ESP32_3
2022-04-06 12:19:52.199983,DC:2C:6E:18:84:EB,-93,ESP32_6
2022-04-06 12:19:52.306368,DC:2C:6E:18:84:EB,-82,ESP32_1
2022-04-06 12:19:52.524914,DF:99:1C:50:22:47,-89,ESP32_8
2022-04-06 12:19:53.350727,DC:2C:6E:18:84:EB,-80,ESP32_1
2022-04-06 12:19:54.470902,D8:01:00:07:6B:5C,-79,ESP32_6
2022-04-06 12:19:54.545336,D8:01:00:07:6B:5C,-86,ESP32_3
2022-04-06 12:19:54.549742,D8:01:00:07:6B:5C,-86,ESP32_1
2022-04-06 12:19:55.105295,DF:99:1C:50:22:47,-93,ESP32_8
2022-04-06 12:19:55.755379,D8:01:00:07:6B:5C,-79,ESP32_6
2022-04-06 12:19:56.182439,DC:2C:6E:18:84:EB,-89,ESP32_6
2022-04-06 12:19:56.328049,DC:2C:6E:18:84:EB,-89,ESP32_1
2022-04-06 12:19:57.204242,DC:2C:6E:18:84:EB,-84,ESP32_6
2022-04-06 12:19:57.685190,DF:99:1C:50:22:47,-93,ESP32_8
2022-04-06 12:19:58.236437,D8:01:00:07:6B:5C,-79,ESP32_6
2022-04-06 12:20:00.488142,DF:99:1C:50:22:47,-91,ESP32_1
2022-04-06 12:20:00.891079,D8:01:00:07:6B:5C,-89,ESP32_1
2022-04-06 12:20:01.005321,D8:01:00:07:6B:5C,-85,ESP32_3
2022-04-06 12:20:01.201300,DC:2C:6E:18:84:EB,-77,ESP32_3
2022-04-06 12:20:03.443758,D8:01:00:07:6B:5C,-78,ESP32_6
2022-04-06 12:20:04.670941,D8:01:00:07:6B:5C,-98,ESP32_6
2022-04-06 12:20:05.224772,DC:2C:6E:18:84:EB,-94,ESP32_1
2022-04-06 12:20:05.287785,DC:2C:6E:18:84:EB,-94,ESP32_6
2022-04-06 12:20:05.401128,DC:2C:6E:18:84:EB,-96,ESP32_3
2022-04-06 12:20:05.467778,DF:99:1C:50:22:47,-94,ESP32_7
2022-04-06 12:20:08.176522,DF:99:1C:50:22:47,-89,ESP32_1
2022-04-06 12:20:08.425765,DC:2C:6E:18:84:EB,-95,ESP32_2
2022-04-06 12:20:09.319734,DC:2C:6E:18:84:EB,-88,ESP32_1
2022-04-06 12:20:10.315458,DC:2C:6E:18:84:EB,-83,ESP32_1
2022-04-06 12:20:10.329807,DC:2C:6E:18:84:EB,-81,ESP32_6
2022-04-06 12:20:12.345678,DC:2C:6E:18:84:EB,-94,ESP32_5
2022-04-06 12:20:13.287161,DC:2C:6E:18:84:EB,-92,ESP32_1
2022-04-06 12:20:13.411736,DF:99:1C:50:22:47,-93,ESP32_3
2022-04-06 12:20:14.213201,DC:2C:6E:18:84:EB,-89,ESP32_6
2022-04-06 12:20:14.265340,DC:2C:6E:18:84:EB,-89,ESP32_1
2022-04-06 12:20:14.483267,DC:2C:6E:18:84:EB,-79,ESP32_3
2022-04-06 12:20:14.886097,D8:01:00:07:6B:5C,-91,ESP32_5
2022-04-06 12:20:14.965735,D8:01:00:07:6B:5C,-97,ESP32_2
2022-04-06 12:20:15.804397,DF:99:1C:50:22:47,-97,ESP32_5
2022-04-06 12:20:16.226718,DC:2C:6E:18:84:EB,-94,ESP32_5
2022-04-06 12:20:16.452217,DC:2C:6E:18:84:EB,-91,ESP32_2
2022-04-06 12:20:17.234430,DC:2C:6E:18:84:EB,-88,ESP32_5
2022-04-06 12:20:17.374919,D8:01:00:07:6B:5C,-74,ESP32_1
2022-04-06 12:20:17.679466,D8:01:00:07:6B:5C,-90,ESP32_3
2022-04-06 12:20:18.308784,DC:2C:6E:18:84:EB,-78,ESP32_1
2022-04-06 12:20:18.525668,DC:2C:6E:18:84:EB,-86,ESP32_3
2022-04-06 12:20:18.674406,D8:01:00:07:6B:5C,-93,ESP32_5
2022-04-06 12:20:19.536704,DC:2C:6E:18:84:EB,-78,ESP32_3
2022-04-06 12:20:19.934652,D8:01:00:07:6B:5C,-83,ESP32_6
2022-04-06 12:20:20.137634,D8:01:00:07:6B:5C,-93,ESP32_1
2022-04-06 12:20:21.240819,D8:01:00:07:6B:5C,-93,ESP32_5
2022-04-06 12:20:21.414639,DC:2C:6E:18:84:EB,-95,ESP32_2
2022-04-06 12:20:21.418788,DC:2C:6E:18:84:EB,-97,ESP32_5
2022-04-06 12:20:22.241878,DC:2C:6E:18:84:EB,-76,ESP32_1
2022-04-06 12:20:22.400403,DC:2C:6E:18:84:EB,-87,ESP32_3
2022-04-06 12:20:22.572584,D8:01:00:07:6B:5C,-92,ESP32_5
2022-04-06 12:20:23.236301,DC:2C:6E:18:84:EB,-90,ESP32_1
2022-04-06 12:20:23.416332,DC:2C:6E:18:84:EB,-82,ESP32_3
2022-04-06 12:20:23.422866,DF:99:1C:50:22:47,-86,ESP32_6
2022-04-06 12:20:23.922324,D8:01:00:07:6B:5C,-78,ESP32_6
2022-04-06 12:20:23.982815,D8:01:00:07:6B:5C,-73,ESP32_1
2022-04-06 12:20:25.079243,D8:01:00:07:6B:5C,-97,ESP32_5
2022-04-06 12:20:25.178122,D8:01:00:07:6B:5C,-93,ESP32_6
2022-04-06 12:20:26.175352,DF:99:1C:50:22:47,-88,ESP32_6
2022-04-06 12:20:26.335050,D8:01:00:07:6B:5C,-89,ESP32_1
2022-04-06 12:20:27.303698,DC:2C:6E:18:84:EB,-78,ESP32_1
2022-04-06 12:20:27.342160,DC:2C:6E:18:84:EB,-85,ESP32_3
2022-04-06 12:20:30.194306,D8:01:00:07:6B:5C,-86,ESP32_1
2022-04-06 12:20:30.349524,DC:2C:6E:18:84:EB,-94,ESP32_5
2022-04-06 12:20:31.306331,DC:2C:6E:18:84:EB,-84,ESP32_3
2022-04-06 12:20:31.397682,DC:2C:6E:18:84:EB,-95,ESP32_6
2022-04-06 12:20:32.260260,DC:2C:6E:18:84:EB,-82,ESP32_3
2022-04-06 12:20:32.264377,DC:2C:6E:18:84:EB,-79,ESP32_6
2022-04-06 12:20:32.332731,DC:2C:6E:18:84:EB,-78,ESP32_1
2022-04-06 12:20:32.859344,D8:01:00:07:6B:5C,-81,ESP32_6
2022-04-06 12:20:33.055898,D8:01:00:07:6B:5C,-75,ESP32_1
2022-04-06 12:20:34.229247,DC:2C:6E:18:84:EB,-91,ESP32_5
2022-04-06 12:20:35.338605,DC:2C:6E:18:84:EB,-94,ESP32_5
2022-04-06 12:20:36.851601,D8:01:00:07:6B:5C,-95,ESP32_3
2022-04-06 12:20:39.260240,DC:2C:6E:18:84:EB,-90,ESP32_2
2022-04-06 12:20:39.348373,DC:2C:6E:18:84:EB,-90,ESP32_5
2022-04-06 12:20:39.350881,DF:99:1C:50:22:47,-93,ESP32_6
2022-04-06 12:20:39.422346,D8:01:00:07:6B:5C,-95,ESP32_6
2022-04-06 12:20:40.236944,DC:2C:6E:18:84:EB,-82,ESP32_6
2022-04-06 12:20:40.556392,DC:2C:6E:18:84:EB,-88,ESP32_3
2022-04-06 12:20:41.264628,DC:2C:6E:18:84:EB,-90,ESP32_6
2022-04-06 12:20:41.390264,DC:2C:6E:18:84:EB,-85,ESP32_3
2022-04-06 12:20:42.380296,DC:2C:6E:18:84:EB,-89,ESP32_6
2022-04-06 12:20:43.181078,D8:01:00:07:6B:5C,-90,ESP32_3
2022-04-06 12:20:44.450699,D8:01:00:07:6B:5C,-91,ESP32_5
2022-04-06 12:20:44.537593,DC:2C:6E:18:84:EB,-90,ESP32_3
2022-04-06 12:20:45.449619,DC:2C:6E:18:84:EB,-96,ESP32_3
2022-04-06 12:20:45.959394,D8:01:00:07:6B:5C,-93,ESP32_3
2022-04-06 12:20:49.241178,DC:2C:6E:18:84:EB,-93,ESP32_6
2022-04-06 12:20:49.836764,D8:01:00:07:6B:5C,-73,ESP32_1
2022-04-06 12:20:52.203623,D8:01:00:07:6B:5C,-94,ESP32_3
2022-04-06 12:20:53.241180,DC:2C:6E:18:84:EB,-87,ESP32_6
2022-04-06 12:20:54.355715,DC:2C:6E:18:84:EB,-86,ESP32_1
2022-04-06 12:20:56.009068,D8:01:00:07:6B:5C,-87,ESP32_6
2022-04-06 12:20:56.073880,D8:01:00:07:6B:5C,-71,ESP32_1
2022-04-06 12:20:56.933027,DF:99:1C:50:22:47,-80,ESP32_6
